Date,Open,High,Low,Close,WAP,No. of Shares,No. of Trades,Total Turnover,Deliverable Quantity,% Deli. Qty to Traded Qty,Spread H-L,Spread C-O
2013-03-28,490.7,494.0,484.3,489.2,487.43774268703,7726.0,544.0,3765944.0,3786.0,49.0,9.7,-1.5
2013-03-26,493.5,495.0,485.0,488.85,488.38528949142,13351.0,746.0,6520432.0,5576.0,41.76,10.0,-4.65
2013-03-25,517.95,517.95,487.5,493.85,504.89158131401,8006.0,795.0,4042162.0,3695.0,46.15,30.45,-24.1
2013-03-22,523.15,524.95,505.0,509.05,514.11500936237,10147.0,985.0,5216725.0,3644.0,35.91,19.95,-14.1
2013-03-21,532.0,540.2,520.5,523.55,530.91184635006,13329.0,828.0,7076524.0,6378.0,47.85,19.7,-8.45
2013-03-20,550.0,550.0,527.0,531.3,537.66910401648,9710.0,863.0,5220767.0,4087.0,42.09,23.0,-18.7
2013-03-19,562.8,573.45,545.0,550.35,555.49850848035,11733.0,913.0,6517664.0,4479.0,38.17,28.45,-12.45
2013-03-18,574.9,574.9,557.65,560.6,563.02484127473,16223.0,1196.0,9133952.0,4037.0,24.88,17.25,-14.3
2013-03-15,587.0,597.0,568.0,574.2,577.68045236373,15209.0,1450.0,8785942.0,5842.0,38.41,29.0,-12.8
2013-03-14,593.1,606.0,581.05,586.45,589.84824205863,10609.0,1025.0,6257700.0,4204.0,39.63,24.95,-6.65
2013-03-13,602.85,615.0,585.1,589.6,597.3446883674,11889.0,1047.0,7101831.0,3722.0,31.31,29.9,-13.25
2013-03-12,622.0,626.6,609.0,612.5,615.74924924925,5994.0,694.0,3690801.0,2121.0,35.39,17.6,-9.5
2013-03-11,606.5,628.35,604.3,621.75,618.8212099201,19274.0,1385.0,11927160.0,8255.0,42.83,24.05,15.25
2013-03-08,589.85,606.6,585.0,600.65,594.19917887261,9012.0,634.0,5354923.0,4228.0,46.92,21.6,10.8
2013-03-07,580.0,594.3,578.6,589.6,586.93557479364,4967.0,344.0,2915309.0,2420.0,48.72,15.7,9.6
2013-03-06,578.5,582.0,574.25,577.8,578.90357566514,5901.0,432.0,3416110.0,3130.0,53.04,7.75,-0.7
2013-03-05,568.0,581.5,568.0,577.55,575.42975206612,3146.0,353.0,1810302.0,1200.0,38.14,13.5,9.55
2013-03-04,574.0,580.95,563.15,576.35,574.67623833453,5572.0,382.0,3202096.0,2860.0,51.33,17.8,2.35
2013-03-01,573.0,583.1,568.75,574.4,572.83237297014,5727.0,335.0,3280611.0,3868.0,67.54,14.35,1.4
2013-02-28,588.1,595.0,559.0,570.85,579.29159733777,12020.0,952.0,6963085.0,4379.0,36.43,36.0,-17.25
2013-02-27,571.95,585.0,561.05,582.15,572.83753175275,9448.0,939.0,5412169.0,4489.0,47.51,23.95,10.2
2013-02-26,586.6,587.4,566.6,567.6,571.36626828766,9706.0,1308.0,5545681.0,5205.0,53.63,20.8,-19.0
2013-02-25,585.5,598.25,584.6,587.2,589.37562189055,6432.0,529.0,3790864.0,1652.0,25.68,13.65,1.7
2013-02-22,569.0,599.0,558.1,585.9,577.55614755212,36787.0,2547.0,21246558.0,5813.0,15.8,40.9,16.9
2013-02-21,610.95,623.85,573.0,583.4,593.22556253057,98128.0,5058.0,58212038.0,11160.0,11.37,50.85,-27.55
2013-02-20,613.0,615.45,610.0,610.9,612.57536577067,2939.0,313.0,1800359.0,1261.0,42.91,5.45,-2.1
2013-02-19,613.45,616.0,608.0,609.8,611.32313798739,4283.0,365.0,2618297.0,2276.0,53.14,8.0,-3.65
2013-02-18,609.9,616.45,606.35,609.35,611.31816793893,3275.0,339.0,2002067.0,1492.0,45.56,10.1,-0.55
2013-02-15,632.0,632.0,606.0,609.4,614.99692260348,6499.0,520.0,3996865.0,3158.0,48.59,26.0,-22.6
2013-02-14,639.0,641.9,620.0,622.6,627.54230317274,6808.0,602.0,4272308.0,3106.0,45.62,21.9,-16.4
2013-02-13,644.6,650.0,636.0,637.95,641.77252081756,5284.0,384.0,3391126.0,2286.0,43.26,14.0,-6.65
2013-02-12,655.0,655.0,641.0,644.55,646.10766115424,2963.0,297.0,1914417.0,1576.0,53.19,14.0,-10.45
2013-02-11,649.95,654.5,646.05,651.6,651.5209883894,3359.0,197.0,2188459.0,1875.0,55.82,8.45,1.65
2013-02-08,659.25,664.9,645.1,646.65,651.40219455581,4739.0,386.0,3086995.0,2695.0,56.87,19.8,-12.6
2013-02-07,668.0,671.45,647.6,654.0,658.68717047452,4552.0,569.0,2998344.0,1747.0,38.38,23.85,-14.0
2013-02-06,664.9,673.0,664.9,668.5,668.64093845631,5882.0,663.0,3932946.0,2503.0,42.55,8.1,3.6
2013-02-05,648.15,672.9,645.25,658.05,659.41585565106,14077.0,976.0,9282597.0,5334.0,37.89,27.65,9.9
2013-02-04,648.95,652.75,643.0,646.7,648.69397721107,5529.0,365.0,3586629.0,1959.0,35.43,9.75,-2.25
2013-02-01,653.0,658.1,638.0,646.3,650.72059136354,9402.0,563.0,6118075.0,5223.0,55.55,20.1,-6.7
2013-01-31,655.0,659.95,644.0,650.9,651.00936524454,14415.0,809.0,9384300.0,6668.0,46.26,15.95,-4.1
2013-01-30,660.0,662.45,652.15,655.55,656.00927643785,7546.0,521.0,4950246.0,3289.0,43.59,10.3,-4.45
2013-01-29,669.0,673.0,659.0,660.55,663.47701511335,6352.0,468.0,4214406.0,3608.0,56.8,14.0,-8.45
2013-01-28,671.3,679.95,666.1,667.4,669.82585470085,4680.0,299.0,3134785.0,2060.0,44.02,13.85,-3.9
2013-01-25,676.95,678.95,666.0,673.85,673.06494770129,4111.0,348.0,2766970.0,1166.0,28.36,12.95,-3.1
2013-01-24,702.0,735.0,665.9,669.75,676.12030982799,9941.0,648.0,6721312.0,3747.0,37.69,69.1,-32.25
2013-01-23,687.95,692.0,680.0,686.45,686.37508354498,7481.0,365.0,5134772.0,2343.0,31.32,12.0,-1.5
2013-01-22,684.35,690.2,681.05,682.6,685.36222490202,6634.0,378.0,4546693.0,2591.0,39.06,9.15,-1.75
2013-01-21,686.75,695.8,680.0,684.35,685.34860383944,6876.0,363.0,4712457.0,2733.0,39.75,15.8,-2.4
2013-01-18,690.0,694.0,683.65,686.75,689.62834838512,6533.0,523.0,4505342.0,2713.0,41.53,10.35,-3.25
2013-01-17,691.3,696.95,685.0,686.45,690.09450877848,10708.0,430.0,7389532.0,8100.0,75.64,11.95,-4.85
2013-01-16,698.35,704.0,690.0,691.3,694.7169061057,7796.0,450.0,5416013.0,4035.0,51.76,14.0,-7.05
2013-01-15,697.2,704.9,697.0,699.15,700.76976656626,5312.0,377.0,3722489.0,2224.0,41.87,7.9,1.95
2013-01-14,695.0,700.0,686.5,698.4,693.94089673913,5888.0,522.0,4085924.0,2466.0,41.88,13.5,3.4
2013-01-11,708.0,711.2,691.0,694.85,698.87954951243,7281.0,508.0,5088542.0,4194.0,57.6,20.2,-13.15
2013-01-10,719.9,725.0,704.15,706.6,712.62241355367,7201.0,516.0,5131594.0,3003.0,41.7,20.85,-13.3
2013-01-09,726.95,736.0,710.0,715.9,727.19439104376,8843.0,814.0,6430580.0,2744.0,31.03,26.0,-11.05
2013-01-08,725.0,729.0,720.1,723.55,724.39661466976,3013.0,199.0,2182607.0,1153.0,38.27,8.9,-1.45
2013-01-07,727.95,737.0,723.7,725.35,731.45419219848,13382.0,718.0,9788320.0,5371.0,40.14,13.3,-2.6
2013-01-04,703.1,731.0,703.0,724.8,721.42700196863,31494.0,1744.0,22720622.0,9948.0,31.59,28.0,21.7
2013-01-03,706.75,710.0,702.55,704.25,705.82569036611,8003.0,498.0,5648723.0,2291.0,28.63,7.45,-2.5
2013-01-02,709.0,709.5,702.0,703.25,705.75937052933,6990.0,306.0,4933258.0,3047.0,43.59,7.5,-5.75
2013-01-01,707.4,709.2,702.0,704.9,705.11430229185,3447.0,196.0,2430529.0,2218.0,64.35,7.2,-2.5
2012-12-31,702.0,706.9,699.0,700.4,702.26284394843,5197.0,229.0,3649660.0,1730.0,33.29,7.9,-1.6
2012-12-28,697.8,704.4,692.05,698.25,700.30962410888,6172.0,452.0,4322311.0,1148.0,18.6,12.35,0.45
2012-12-27,692.1,706.95,689.2,692.15,697.46882754342,6448.0,578.0,4497279.0,2280.0,35.36,17.75,0.05
2012-12-26,692.0,700.0,689.05,695.2,696.24678587262,6767.0,298.0,4711502.0,4435.0,65.54,10.95,3.2
2012-12-24,685.8,693.5,685.0,690.35,689.71932402645,12249.0,402.0,8448372.0,7669.0,62.61,8.5,4.55
2012-12-21,701.95,706.0,686.15,689.2,694.97268279424,7358.0,546.0,5113609.0,4295.0,58.37,19.85,-12.75
2012-12-20,710.85,714.0,698.05,699.45,702.19760715225,15212.0,441.0,10681830.0,12527.0,82.35,15.95,-11.4
2012-12-19,709.95,715.0,708.55,711.15,712.63224763225,4329.0,286.0,3084985.0,1194.0,27.58,6.45,1.2
2012-12-18,705.95,712.7,703.55,707.05,707.4157730889,2891.0,234.0,2045139.0,1438.0,49.74,9.15,1.1
2012-12-17,701.95,708.0,696.25,703.7,702.77281021898,3288.0,260.0,2310717.0,1399.0,42.55,11.75,1.75
2012-12-14,702.1,703.8,676.95,699.2,695.68197336975,11716.0,745.0,8150610.0,3609.0,30.8,26.85,-2.9
2012-12-13,712.5,717.0,703.1,705.9,711.05750616815,5269.0,347.0,3746562.0,3041.0,57.71,13.9,-6.6
2012-12-12,714.65,717.3,708.55,711.45,713.1723832052,3382.0,241.0,2411949.0,1166.0,34.48,8.75,-3.2
2012-12-11,712.5,719.4,708.0,713.0,712.64175891759,6504.0,430.0,4635022.0,2258.0,34.72,11.4,0.5
2012-12-10,717.0,718.0,710.0,711.5,713.90840685003,3854.0,237.0,2751403.0,2452.0,63.62,8.0,-5.5
2012-12-07,726.0,730.0,711.35,717.0,722.40032530243,9837.0,584.0,7106252.0,3285.0,33.39,18.65,-9.0
2012-12-06,729.7,729.7,718.05,723.8,722.46400693842,5765.0,415.0,4165005.0,1950.0,33.82,11.65,-5.9
2012-12-05,729.9,730.0,722.0,723.95,726.22173103769,4298.0,342.0,3121301.0,1608.0,37.41,8.0,-5.95
2012-12-04,720.0,728.0,719.0,723.55,724.10331072996,10028.0,672.0,7261308.0,2505.0,24.98,9.0,3.55
2012-12-03,718.95,722.6,715.15,718.15,718.35928319624,6808.0,456.0,4890590.0,3198.0,46.97,7.45,-0.8
2012-11-30,707.95,721.5,705.05,712.85,714.54378200121,11523.0,755.0,8233688.0,4818.0,41.81,16.45,4.9
2012-11-29,704.55,720.85,700.0,703.75,711.41285194997,16231.0,835.0,11546942.0,6470.0,39.86,20.85,-0.8
2012-11-27,703.95,709.95,700.3,704.45,705.34222164412,7688.0,441.0,5422671.0,3781.0,49.18,9.65,0.5
2012-11-26,711.5,711.9,700.0,702.3,703.63243804719,6739.0,473.0,4741779.0,3653.0,54.21,11.9,-9.2
2012-11-23,707.0,712.5,707.0,708.55,709.40427247078,4962.0,324.0,3520064.0,2579.0,51.98,5.5,1.55
2012-11-22,713.9,713.9,704.25,706.05,706.9947633434,4965.0,328.0,3510229.0,2368.0,47.69,9.65,-7.85
2012-11-21,710.0,714.0,705.0,708.75,710.47275967413,3928.0,433.0,2790737.0,1705.0,43.41,9.0,-1.25
2012-11-20,715.5,720.0,705.0,710.45,713.79087537092,13480.0,820.0,9621901.0,4346.0,32.24,15.0,-5.05
2012-11-19,722.0,727.0,714.5,716.1,719.95377311344,4002.0,387.0,2881255.0,1397.0,34.91,12.5,-5.9
2012-11-16,729.0,735.65,715.1,719.15,725.46990369181,4984.0,452.0,3615742.0,1913.0,38.38,20.55,-9.85
2012-11-15,714.05,732.0,714.05,729.05,727.97253306205,7864.0,398.0,5724776.0,2057.0,26.16,17.95,15.0
2012-11-13,744.95,744.95,725.05,727.3,729.10309278351,1552.0,108.0,1131568.0,921.0,59.34,19.9,-17.65
2012-11-12,758.3,830.0,725.15,728.3,730.9762611276,4718.0,397.0,3448746.0,1666.0,35.31,104.85,-30.0
2012-11-09,730.0,739.0,725.35,729.15,732.33062138899,16962.0,1009.0,12421792.0,3335.0,19.66,13.65,-0.85
2012-11-08,725.0,732.1,717.0,725.3,725.77925331997,11973.0,618.0,8689755.0,1061.0,8.86,15.1,0.3
2012-11-07,725.0,735.85,700.2,725.55,724.58151284222,35430.0,2010.0,25671923.0,3533.0,9.97,35.65,0.55
2012-11-06,725.9,734.3,725.55,728.2,730.22284174333,21522.0,1264.0,15715856.0,4060.0,18.86,8.75,2.3
2012-11-05,720.0,729.0,717.55,721.7,723.58575709501,11346.0,785.0,8209804.0,2910.0,25.65,11.45,1.7
2012-11-02,764.0,765.4,715.0,718.5,725.42065868263,20040.0,1285.0,14537430.0,8049.0,40.16,50.4,-45.5
2012-11-01,735.5,749.0,734.5,737.55,738.30437956204,5480.0,322.0,4045908.0,2305.0,42.06,14.5,2.05
2012-10-31,738.0,741.8,733.0,737.35,737.00973472864,4109.0,390.0,3028373.0,1760.0,42.83,8.8,-0.65
2012-10-30,744.0,748.9,732.0,736.05,739.33922623623,3903.0,372.0,2885641.0,1048.0,26.85,16.9,-7.95
2012-10-29,750.0,751.95,740.0,743.15,745.18943226532,8895.0,490.0,6628460.0,2407.0,27.06,11.95,-6.85
2012-10-26,755.0,755.9,746.5,748.1,750.62397216951,3162.0,227.0,2373473.0,1170.0,37.0,9.4,-6.9
2012-10-25,755.1,759.0,749.15,753.4,754.34603591765,4566.0,379.0,3444344.0,1226.0,26.85,9.85,-1.7
2012-10-23,774.0,776.5,751.05,758.15,762.95630530973,3616.0,252.0,2758850.0,2311.0,63.91,25.45,-15.85
2012-10-22,773.0,776.0,767.0,771.85,772.42529233434,4618.0,200.0,3567060.0,2793.0,60.48,9.0,-1.15
2012-10-19,774.7,787.0,766.75,779.85,781.1446728972,2675.0,245.0,2089562.0,1133.0,42.36,20.25,5.15
2012-10-18,783.0,786.0,779.3,781.7,782.09634317862,5688.0,273.0,4448564.0,1919.0,33.74,6.7,-1.3
2012-10-17,783.05,785.0,776.25,779.7,779.9951330305,3082.0,175.0,2403945.0,1268.0,41.14,8.75,-3.35
2012-10-16,788.0,791.9,778.05,781.25,784.36042876284,4478.0,458.0,3512366.0,1379.0,30.79,13.85,-6.75
2012-10-15,786.3,798.0,776.4,785.75,789.31447572196,10977.0,849.0,8664305.0,2232.0,20.33,21.6,-0.55
2012-10-12,782.3,791.1,775.05,782.2,783.73458976902,7057.0,499.0,5530815.0,3067.0,43.46,16.05,-0.1
2012-10-11,776.3,785.05,776.3,782.2,781.64783722254,7028.0,351.0,5493421.0,2071.0,29.47,8.75,5.9
2012-10-10,775.0,777.9,769.15,776.7,775.0148763524,5176.0,353.0,4011477.0,2126.0,41.07,8.75,1.7
2012-10-09,777.0,778.0,768.0,771.3,773.86456321099,4659.0,340.0,3605435.0,914.0,19.62,10.0,-5.7
2012-10-08,790.4,790.4,763.95,768.3,778.63246109116,5847.0,437.0,4552664.0,2424.0,41.46,26.45,-22.1
2012-10-05,790.0,801.0,781.1,789.05,790.71957604393,7831.0,468.0,6192125.0,2399.0,30.63,19.9,-0.95
2012-10-04,793.0,804.35,789.4,794.2,797.53959760274,9344.0,573.0,7452210.0,2070.0,22.15,14.95,1.2
2012-10-03,793.1,810.3,786.2,792.85,800.93261367354,15285.0,863.0,12242255.0,4817.0,31.51,24.1,-0.25
2012-10-01,797.0,807.85,786.05,792.75,798.4470314319,8590.0,718.0,6858660.0,3287.0,38.27,21.8,-4.25
2012-09-28,788.0,803.35,786.0,797.75,797.24366505414,17364.0,929.0,13843339.0,7395.0,42.59,17.35,9.75
2012-09-27,782.6,792.0,780.0,783.85,787.14931237721,8144.0,419.0,6410544.0,4072.0,50.0,12.0,1.25
2012-09-26,773.55,784.9,767.45,779.05,779.4557386205,3581.0,245.0,2791231.0,1130.0,31.56,17.45,5.5
2012-09-25,783.0,792.1,768.0,772.85,776.69863915716,4556.0,359.0,3538639.0,1300.0,28.53,24.1,-10.15
2012-09-24,770.05,790.9,770.05,783.45,783.33849622586,10201.0,740.0,7990836.0,2978.0,29.19,20.85,13.4
2012-09-21,743.95,776.1,741.45,768.65,763.6880377048,13367.0,959.0,10208218.0,5210.0,38.98,34.65,24.7
2012-09-20,765.0,768.0,736.6,746.25,754.93490804183,5546.0,506.0,4186869.0,2083.0,37.56,31.4,-18.75
2012-09-18,762.35,777.0,762.35,768.45,770.94981481481,5400.0,434.0,4163129.0,2181.0,40.39,14.65,6.1
2012-09-17,751.95,772.0,749.1,768.7,762.32334369049,9977.0,812.0,7605700.0,3610.0,36.18,22.9,16.75
2012-09-14,740.0,748.75,725.0,745.6,742.69329845039,4969.0,427.0,3690443.0,2360.0,47.49,23.75,5.6
2012-09-13,760.0,760.0,725.0,730.15,734.67113702624,5145.0,836.0,3779883.0,1754.0,34.09,35.0,-29.85
2012-09-12,748.0,748.95,735.1,737.35,741.66054158607,5170.0,362.0,3834385.0,1599.0,30.93,13.85,-10.65
2012-09-11,731.05,750.95,731.05,745.35,742.57010014306,4194.0,351.0,3114339.0,1378.0,32.86,19.9,14.3
2012-09-10,735.0,742.0,729.0,735.75,735.70045974302,8483.0,532.0,6240947.0,5124.0,60.4,13.0,0.75
2012-09-08,732.0,734.8,728.0,731.55,732.16438356164,73.0,24.0,53448.0,49.0,67.12,6.8,-0.45
2012-09-07,727.0,734.0,725.0,730.1,729.67210440457,7356.0,482.0,5367468.0,4022.0,54.68,9.0,3.1
2012-09-06,717.0,726.0,711.55,718.0,717.82070135747,3536.0,316.0,2538214.0,696.0,19.68,14.45,1.0
2012-09-05,723.5,723.5,714.0,716.25,718.60477223427,2305.0,344.0,1656384.0,760.0,32.97,9.5,-7.25
2012-09-04,718.0,724.15,714.7,722.35,719.50587713462,4509.0,271.0,3244252.0,1899.0,42.12,9.45,4.35
2012-09-03,724.0,727.0,712.0,720.3,719.37039877301,3912.0,352.0,2814177.0,833.0,21.29,15.0,-3.7
2012-08-31,735.0,735.0,709.0,715.35,715.34494291316,8671.0,658.0,6202756.0,3313.0,38.21,26.0,-19.65
2012-08-30,727.0,735.6,707.5,713.0,717.77921830315,10490.0,928.0,7529504.0,5229.0,49.85,28.1,-14.0
2012-08-29,733.15,743.5,725.3,728.45,734.07333842628,3927.0,271.0,2882706.0,1599.0,40.72,18.2,-4.7
2012-08-28,738.1,742.45,731.3,734.9,734.57387518142,3445.0,252.0,2530607.0,931.0,27.02,11.15,-3.2
2012-08-27,741.85,745.5,736.0,740.4,740.0842816056,7997.0,409.0,5918454.0,3091.0,38.65,9.5,-1.45
2012-08-24,756.0,756.05,741.45,742.8,746.32112526539,5652.0,451.0,4218207.0,2392.0,42.32,14.6,-13.2
2012-08-23,767.85,772.2,753.0,754.35,760.48034761999,5063.0,375.0,3850312.0,1382.0,27.3,19.2,-13.5
2012-08-22,759.05,771.7,759.05,764.25,765.35298295455,4224.0,309.0,3232851.0,1695.0,40.13,12.65,5.2
2012-08-21,770.7,774.75,765.55,770.35,769.42424242424,4653.0,331.0,3580131.0,2437.0,52.37,9.2,-0.35
2012-08-17,778.65,778.65,758.15,764.1,766.10098253275,9160.0,481.0,7017485.0,3466.0,37.84,20.5,-14.55
2012-08-16,777.65,783.45,766.0,769.55,775.5737791465,11365.0,489.0,8814396.0,3085.0,27.14,17.45,-8.1
2012-08-14,788.05,794.45,773.0,777.6,782.79759825328,9160.0,594.0,7170426.0,2899.0,31.65,21.45,-10.45
2012-08-13,771.0,795.15,758.55,788.8,776.68787276342,9054.0,709.0,7032132.0,2743.0,30.3,36.6,17.8
2012-08-10,787.0,790.0,765.5,771.8,773.175075046,10327.0,843.0,7984579.0,2761.0,26.74,24.5,-15.2
2012-08-09,802.0,814.5,787.0,789.4,801.76069974695,18178.0,1288.0,14574406.0,2789.0,15.34,27.5,-12.6
2012-08-08,794.05,814.7,785.1,804.95,804.5537884203,39172.0,2311.0,31515981.0,3778.0,9.64,29.6,10.9
2012-08-07,797.15,801.0,788.0,790.55,794.02561271804,4529.0,334.0,3596142.0,1782.0,39.35,13.0,-6.6
2012-08-06,786.0,807.0,786.0,797.15,799.56987404678,11671.0,900.0,9331780.0,3700.0,31.7,21.0,11.15
2012-08-03,780.0,785.1,778.0,780.15,780.67926650917,8889.0,336.0,6939458.0,6290.0,70.76,7.1,0.15
2012-08-02,792.0,795.95,785.3,789.85,791.01983939537,2117.0,143.0,1674589.0,405.0,19.13,10.65,-2.15
2012-08-01,797.9,798.9,790.95,796.45,795.30948534503,4333.0,376.0,3446076.0,951.0,21.95,7.95,-1.45
2012-07-31,791.5,796.9,781.2,792.6,789.64921465969,4202.0,384.0,3318106.0,1475.0,35.1,15.7,1.1
2012-07-30,780.0,798.95,780.0,791.0,789.09095875444,10983.0,824.0,8666586.0,5044.0,45.93,18.95,11.0
2012-07-27,756.0,784.05,751.0,775.65,773.53858157135,25634.0,1920.0,19828888.0,10204.0,39.81,33.05,19.65
2012-07-26,758.45,765.4,738.0,749.15,752.16885301043,8919.0,535.0,6708594.0,3584.0,40.18,27.4,-9.3
2012-07-25,736.0,756.0,733.0,752.7,745.80428954424,3357.0,379.0,2503665.0,1035.0,30.83,23.0,16.7
2012-07-24,730.1,745.0,725.1,743.9,736.30721334586,8512.0,503.0,6267447.0,1976.0,23.21,19.9,13.8
2012-07-23,756.0,756.65,733.85,735.8,740.27179985426,8234.0,740.0,6095398.0,2808.0,34.1,22.8,-20.2
2012-07-20,770.0,775.2,755.35,762.55,767.3644,2500.0,216.0,1918411.0,857.0,34.28,19.85,-7.45
2012-07-19,774.4,775.5,766.1,768.8,771.59175377468,1722.0,167.0,1328681.0,442.0,25.67,9.4,-5.6
2012-07-18,759.0,769.0,750.0,765.6,761.38020192071,4061.0,371.0,3091965.0,906.0,22.31,19.0,6.6
2012-07-17,783.6,783.6,756.6,761.15,769.61732213875,4526.0,446.0,3483288.0,1822.0,40.26,27.0,-22.45
2012-07-16,783.25,787.5,774.0,777.0,780.89004815409,2492.0,207.0,1945978.0,899.0,36.08,13.5,-6.25
2012-07-13,787.15,793.05,780.55,782.85,787.17789244976,3682.0,276.0,2898389.0,1344.0,36.5,12.5,-4.3
2012-07-12,788.0,791.0,782.1,783.95,786.26298941148,4061.0,325.0,3193014.0,930.0,22.9,8.9,-4.05
2012-07-11,803.5,804.2,790.3,793.65,795.98949027851,5709.0,430.0,4544304.0,1838.0,32.19,13.9,-9.85
2012-07-10,780.55,822.25,775.7,808.7,797.0117679558,18100.0,962.0,14425913.0,3490.0,19.28,46.55,28.15
2012-07-09,790.0,801.5,778.0,783.5,783.20744155417,6074.0,333.0,4757202.0,3098.0,51.0,23.5,-6.5
2012-07-06,807.95,807.95,791.5,795.2,798.97089511258,3642.0,285.0,2909852.0,1251.0,34.35,16.45,-12.75
2012-07-05,804.9,810.8,800.0,802.5,806.037496664,7494.0,386.0,6040445.0,4375.0,58.38,10.8,-2.4
2012-07-04,803.05,807.0,793.5,796.9,799.57007007007,3996.0,281.0,3195082.0,1768.0,44.24,13.5,-6.15
2012-07-03,808.0,812.65,802.0,803.05,805.28013339686,2099.0,197.0,1690283.0,1113.0,53.03,10.65,-4.95
2012-07-02,802.0,808.55,801.0,804.3,804.1869789599,5038.0,339.0,4051494.0,2583.0,51.27,7.55,2.3
2012-06-29,800.0,819.4,798.0,800.8,809.44048908838,12922.0,859.0,10459590.0,4069.0,31.49,21.4,0.8
2012-06-28,791.4,794.0,780.5,791.3,788.42776946108,2672.0,229.0,2106679.0,1109.0,41.5,13.5,-0.1
2012-06-27,785.4,798.0,775.0,784.35,786.4779056814,2693.0,224.0,2117985.0,745.0,27.66,23.0,-1.05
2012-06-26,790.0,794.3,777.0,779.6,785.78156996587,2051.0,241.0,1611638.0,824.0,40.18,17.3,-10.4
2012-06-25,799.5,807.45,785.1,789.4,798.48280907096,4101.0,396.0,3274578.0,1282.0,31.26,22.35,-10.1
2012-06-22,797.0,807.8,791.5,796.15,798.62716015784,7349.0,591.0,5869111.0,869.0,11.82,16.3,-0.85
2012-06-21,777.35,807.0,777.35,797.25,798.12527964206,9834.0,791.0,7848764.0,2330.0,23.69,29.65,19.9
2012-06-20,770.1,784.5,770.1,781.6,778.65170422798,5369.0,441.0,4180581.0,1280.0,23.84,14.4,11.5
2012-06-19,768.0,769.5,750.0,766.5,760.53928225024,4124.0,373.0,3136464.0,1064.0,25.8,19.5,-1.5
2012-06-18,778.0,782.85,745.0,750.75,763.50700879069,4209.0,449.0,3213601.0,994.0,23.62,37.85,-27.25
2012-06-15,771.0,777.0,767.0,771.05,770.59503459503,4914.0,387.0,3786704.0,1483.0,30.18,10.0,0.05
2012-06-14,768.0,789.55,749.0,771.85,769.70702685319,6219.0,406.0,4786808.0,1603.0,25.78,40.55,3.85
2012-06-13,788.75,788.75,762.0,774.65,773.26583467525,7452.0,612.0,5762377.0,1100.0,14.76,26.75,-14.1
2012-06-12,750.05,780.0,744.0,771.4,761.39533536144,6903.0,487.0,5255912.0,1948.0,28.22,36.0,21.35
2012-06-11,766.0,781.0,748.0,755.25,767.11054182144,7807.0,614.0,5988832.0,2429.0,31.11,33.0,-10.75
2012-06-08,745.0,768.0,734.0,758.8,751.42008733624,8015.0,556.0,6022632.0,3287.0,41.01,34.0,13.8
2012-06-07,750.0,757.0,740.15,745.7,747.33066620282,5749.0,409.0,4296404.0,2246.0,39.07,16.85,-4.3
2012-06-06,715.75,748.0,715.75,742.6,737.01163354338,6189.0,420.0,4561365.0,2749.0,44.42,32.25,26.85
2012-06-05,722.45,730.05,710.1,719.55,720.04480722473,2879.0,321.0,2073009.0,667.0,23.17,19.95,-2.9
2012-06-04,703.0,725.7,697.5,720.5,712.85120925342,3804.0,347.0,2711686.0,832.0,21.87,28.2,17.5
2012-06-01,736.6,741.95,704.8,712.8,723.80564952639,5912.0,510.0,4279139.0,2933.0,49.61,37.15,-23.8
2012-05-31,731.0,737.85,722.55,734.3,729.77576470588,4250.0,336.0,3101547.0,1649.0,38.8,15.3,3.3
2012-05-30,745.0,750.05,731.0,738.3,745.63915962746,4617.0,167.0,3442616.0,551.0,11.93,19.05,-6.7
2012-05-29,755.0,763.9,747.05,749.05,753.04548071387,5211.0,388.0,3924120.0,1576.0,30.24,16.85,-5.95
2012-05-28,722.45,758.0,722.25,751.45,740.48443180022,6327.0,505.0,4685045.0,2372.0,37.49,35.75,29.0
2012-05-25,718.4,728.45,716.6,724.6,724.02727925341,1393.0,163.0,1008570.0,486.0,34.89,11.85,6.2
2012-05-24,709.15,725.0,709.15,722.2,719.19651814695,3389.0,242.0,2437357.0,1115.0,32.9,15.85,13.05
2012-05-23,715.95,724.7,706.2,720.55,716.00795997271,4397.0,435.0,3148287.0,880.0,20.01,18.5,4.6
2012-05-22,717.0,729.0,716.0,723.5,722.2950069624,5027.0,468.0,3630977.0,1554.0,30.91,13.0,6.5
2012-05-21,706.25,718.85,706.25,710.15,713.48210093897,3408.0,210.0,2431547.0,947.0,27.79,12.6,3.9
2012-05-18,704.9,716.95,702.15,711.8,708.95007114216,7731.0,402.0,5480893.0,4273.0,55.27,14.8,6.9
2012-05-17,717.0,718.0,705.0,716.05,712.17315163816,17245.0,668.0,12281426.0,10918.0,63.31,13.0,-0.95
2012-05-16,703.0,703.0,691.3,698.95,698.04296804477,5539.0,406.0,3866460.0,1317.0,23.78,11.7,-4.05
2012-05-15,708.0,712.4,703.0,706.6,708.22143957737,4543.0,344.0,3217450.0,1354.0,29.8,9.4,-1.4
2012-05-14,723.45,733.0,702.0,708.45,713.87498893316,11295.0,662.0,8063218.0,4459.0,39.48,31.0,-15.0
2012-05-11,724.0,734.75,716.75,720.9,723.61542355721,17778.0,897.0,12864435.0,4391.0,24.7,18.0,-3.1
